pmid,title,abstract,publication_date,publication_year,journal,volume,issue,pages,language,relevant,dois,publication_types,mesh_terms,keywords,prediction,probability,correct
19834376,The protective status of subtotal obliteration of arteriovenous malformations after radiosurgery: significance and risk of hemorrhage.,"OBJECTIVE: Arteriovenous malformations (AVMs) treated by radiosurgery with complete obliteration of the nidus but a persisting early draining vein on follow-up angiography can be termed subtotally obliterated. However, these are persistent circulating AVMs. The significance of these lesions, their hemorrhage rate, and their management are analyzed. METHODS: In a series of 862 consecutive patients with AVMs treated by radiosurgery, 121 patients (14%) achieved subtotal obliteration (STO). The angiographic evolution and rate of obliteration were studied. The pretreatment angiographic features, dosimetric parameters, and postradiosurgery hemorrhage rate were compared with those in the rest of the treated population. Finally, the options for follow-up and treatment were analyzed. RESULTS: Of 121 subtotally obliterated AVMs, the bleeding rate was 0%; 53% of patients achieved complete obliteration. This occurred in 71% of those who had STO at 1 year. In the cases in which STO was detected at 2, 3, and 4 years, total obliteration eventually occurred in 43%, 28.5%, and 0%, respectively. Comparative analysis with AVMs in which a part of the nidus persisted showed a significant difference in the bleeding rate. Except for volume, no significant statistical difference in angiographic and dosimetric parameters was found between the STO group and the rest of the studied population with residual nidus. Six cases received further treatment, resulting in 2 cures and 2 treatment-related complications. CONCLUSION: Subtotally obliterated AVMs are different from other partially obliterated AVMs, with a 0% bleeding rate. Their complete obliteration is a function of delay of appearance on follow-up angiography. Invasive follow-up and further treatment of these AVMs do not seem warranted.",2009 Oct,2009,Neurosurgery,65,4,709-17; discussion 717-8,eng,False,10.1227/01.NEU.0000348546.47242.5D;00006123-200910000-00009;10.1227/01.NEU.0000348546.47242.5D,Journal Article,"Adolescent;Adult;Aged;Cerebral Angiography/standards;Cerebral Arteries/abnormalities/physiopathology/surgery;Cerebral Hemorrhage/*epidemiology/physiopathology/prevention & control;Cerebral Veins/abnormalities/physiopathology/surgery;Child;Comorbidity;Female;Humans;Intracranial Arteriovenous Malformations/*epidemiology/physiopathology/*surgery;Male;Middle Aged;Postoperative Hemorrhage/*epidemiology/physiopathology/prevention & control;Radiation Dosage;Radiosurgery/*statistics & numerical data;Radiotherapy Planning, Computer-Assisted;Risk Assessment;Risk Factors;Time Factors;Treatment Outcome;Young Adult",,True,0.5742920708388419,False
28323878,Microsurgery for intracranial arteriovenous malformation: Long-term outcomes in 445 patients.,"BACKGROUND: The management of intracranial arteriovenous malformations(AVMs) poses challenges to the cerebrovascular specialists. OBJECTIVE: To review the long-term outcomes of intracranial AVMs treated with microsurgical resections. METHODS: We performed a retrospective review of 445 patients with intracranial AVMs treated in our hospital from January 1st, 2008 to December 31st, 2014. The extracted data included demographic characteristics, clinical presentations, Spetzler-Martin (SM) grades, Supplemented Spetzler-Martin (SM-Supp) Grades, treatment modalities, long-term outcomes, and obliteration rates. Outcome was assessed with a post-operative modified Rankin Scale (mRS) score at the last follow-up visit. RESULTS: Of the 445 patients treated with microsurgery, 298 (67.0%) patients initially presented with hemorrhage. Based on the SM grading system, the patients were graded as follows: 83(18.6%) Grade I, 156(35.1%) Grade II, 132(29.7%) Grade III, 61(13.7%) Grade IV and 13(2.9%) Grade V. Overall, 344(77.3%) patients had a favorable outcome (mRS score of 0-2). The favorable outcome for Grade I and II were 92.8% and 85.9%, respectively, sharply reducing to 52.5% in patients with Grade IV and 15.4% in patients with Grade V AVMs. 388(87.2%) patients achieved complete obliteration of the AVMs. 63(14.2%) patients experienced recurrent hemorrhage, and the frequency of rehemorrhage was highest in Grade V patients (77.0%), dropping to 3.6% and 3.8% in patients with Grade I and II lesions, respectively. Permanent neurological deficits occurred in 66(14.8%) patients and death in 35(7.9%) patients. There was no difference of AUROC values between SM grading system and SM-supp grading system (0.726 and 0.734, respectively, p = .715). CONCLUSION: The Spetzler-Martin grading system is a simple and effective method to estimate the risk of surgery and to evaluate the prognosis. Microsurgical resection for AVMs depends on the SM grades, and the morbidity-mortality rate increases with an increasing SM grade.",2017,2017,PloS one,12,3,e0174325,eng,False,10.1371/journal.pone.0174325;e0174325;PONE-D-16-36302;10.1371/journal.pone.0174325,Journal Article,"Adolescent;Adult;Aged;Child;Child, Preschool;Combined Modality Therapy/*methods;Embolization, Therapeutic/methods;Female;Follow-Up Studies;Hemorrhage/physiopathology/surgery;Humans;Infant;Intracranial Arteriovenous Malformations/*mortality/*surgery;Male;Microsurgery/*methods;Middle Aged;Neurosurgical Procedures/*methods;Radiosurgery/methods;Retrospective Studies;Treatment Outcome;Young Adult",,True,0.5637709398170877,False
25955806,The long-term outcomes of radiosurgery for arteriovenous malformations in pediatric and adolescent populations.,"OBJECT Although stereotactic radiosurgery (SRS) has been accepted as a therapeutic option for arteriovenous malformations (AVMs) in children and adolescents, substantial data are still lacking regarding the outcomes of SRS for AVMs in this age group, especially long-term complications. This study aimed to clarify the long-term outcomes of SRS for the treatment of AVM in pediatric patients aged ≤ 18 years. METHODS Outcomes of 116 patients who were aged 4-18 years when they underwent SRS between 1990 and 2009 at the study institute were analyzed retrospectively. RESULTS The median follow-up period after SRS was 100 months, with 6 patients followed up for more than 20 years. Actuarial obliteration rates at 3 and 5 years after SRS were 68% and 88%, respectively. Five hemorrhages occurred in 851 patient-years of follow-up. The annual bleeding rate after SRS before obliteration was calculated as 1.3%, which decreased to 0.2% after obliteration. Shorter maximum nidus diameter (p = 0.02) and higher margin dose (p = 0.03) were associated with a higher obliteration rate. Ten patients experienced adverse events after SRS. Of them, 4 patients presented with delayed complications years after SRS (range 9-20 years after SRS). CONCLUSIONS SRS can reduce the risk of hemorrhage in pediatric and adolescent AVMs, with an acceptable risk of complications in the long term. However, adverse events such as expanding hematoma and radiation necrosis that can occur after substantial follow-up should be taken into account at the time that treatment decisions are made and informed consent is obtained.",2015 Aug,2015,Journal of neurosurgery. Pediatrics,16,2,222-31,eng,False,10.3171/2015.1.PEDS14407;10.3171/2015.1.PEDS14407,Journal Article,"Adolescent;Child;Child, Preschool;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*surgery;Male;*Radiosurgery;Retrospective Studies;Time Factors;Treatment Outcome",AVM = arteriovenous malformation;DTT = diffusion tensor tractography;Gamma Knife surgery;SRS = stereotactic radiosurgery;arteriovenous malformation;children;stereotactic radiosurgery,True,0.7440479417449114,False
7815144,Linear accelerator radiosurgery for arteriovenous malformations: the relationship of size to outcome.,"Between May, 1988 and August, 1993, 158 patients with arteriovenous malformations (AVMs) were treated radiosurgically at the University of Florida. A mean dose of 1560 cGy was directed to the periphery of the lesions, which had a mean volume of 9 cc (0.5 to 45.3 cc). One hundred thirty-nine of these individuals were treated with one isocenter. The mean follow-up interval was 33 months with clinical information available on 153 of these patients. Patients were followed until magnetic resonance (MR) studies suggested complete AVM thrombosis. An arteriogram was then performed, if possible, to verify occlusion status. If arteriography revealed any persistent nidus at 36 months posttreatment, the residual nidus was re-treated. Outcome categories of AVMs analyzed included the following possibilities: 1) angiographic cure; 2) angiographic failure; 3) re-treatment; 4) MR image suggested cure; 5) MR image suggested failure; 6) patient refused follow-up evaluation; 7) patient lost to follow-up study; or 8) patient deceased. The endpoints for success or failure of radiosurgery were as follows: angiographic occlusion (success), re-treatment (failure), and death due to AVM hemorrhage (failure). Fifty-six patients in this series reached one of the endpoints. Successful endpoints were seen in 91% of AVMs between 1 and 4 cc in volume, 100% of AVMs 4 to 10 cc in volume, and 79% of AVMs greater than 10 cc in volume. The more traditional measure of radiosurgical success, percentage of angiograms showing complete obliteration, was obtained in 81% of AVMs between 1 and 4 cc in volume, 89% of AVMs between 4 and 10 cc in volume, and 69% of AVMs greater than 10 cc in volume. A detailed analysis of the relationship of all outcome categories to size is presented.",1995 Feb,1995,Journal of neurosurgery,82,2,180-9,eng,False,10.3171/jns.1995.82.2.0180,Journal Article,Adolescent;Adult;Aged;Cerebral Hemorrhage/etiology;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/pathology/*surgery;Magnetic Resonance Imaging;Male;Middle Aged;*Radiosurgery/adverse effects;Treatment Failure;Treatment Outcome,,True,0.5445676536091373,False
22910397,Vascular complications of stereotactic radiosurgery for arteriovenous malformations.,"OBJECTIVE: Although vasculopathy and de novo aneurysm formation are known complications of traditional radiation therapy, their occurrence following AVM SRS is rare and thus infrequently addressed in the literature. We sought to evaluate these phenomena through a review of our institutional experience. METHODS: Our review afforded 32 patients treated with LINAC-based SRS over an eight year period. We noted obliteration rates, complication rates and long-term outcomes, with particular attention paid to follow-up angiographic studies. RESULTS: After a mean follow-up of 4.3 years, the overall obliteration rate was 50%, increasing to 87% for AVMs less than 3cm. Eight patients had nine hemorrhages following SRS (25%). One occurred in the context of a de novo arterial pseudoaneurysm and another in the context of a new venous varix. Two patients with post-SRS hemorrhage had intranidal aneurysms that were not as apparent on initial angiography. Two patients that did not suffer from latency period hemorrhage developed dysplastic changes of feeding arteries, and one patient suffered from early venous thrombosis with resultant permanent hemiparesis from infarction. After a mean follow-up of 4.3 years, 8 patients were clinically improved (25%), 19 were the same (59%), and 5 were worse (16%), including 2 that died as a result of latency period hemorrhage. CONCLUSION: While radiosurgery of AVMs is safe and successful in the vast majority of cases, vasculopathic complications including de novo aneurysm and varix development, early venous occlusion and stenotic vasculopathy, while infrequent, can occur. Closer long-term angiographic surveillance of these patients may thus be warranted.",2013 Jun,2013,Clinical neurology and neurosurgery,115,6,713-7,eng,False,S0303-8467(12)00433-7;10.1016/j.clineuro.2012.08.008;S0303-8467(12)00433-7;10.1016/j.clineuro.2012.08.008,Journal Article,"Adolescent;Adult;Cerebral Angiography;Cerebrovascular Disorders/*etiology/*therapy;Child;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*surgery;Intracranial Hemorrhages/etiology;Male;Postoperative Complications/*therapy;Radiosurgery/*adverse effects/methods;Tomography, X-Ray Computed;Treatment Outcome;Young Adult",,True,0.5585482314770851,False
18283398,Radiosurgery of brain arteriovenous malformations in children.,"OBJECTIVE: The authors describe their experience in treating 22 children with a single brain arteriovenous malformation (bAVM) using a dedicated LINAC stereotactic radiosurgery unit. METHODS: The findings of 22 consecutive patients < or = 18 years of age who underwent radiosurgery for a single bAVM and with at least 24 months of follow-up, or earlier proven obliteration,were reviewed. The median age at radiosurgery was 13.8 years,with a hemorrhagic presentation in 86%. Median bAVM-volume was 1.8 ml, with a median prescribed marginal dose of 19.0 Gy. RESULTS: The crude complete obliteration-rate was 68% (n = 15) after a median follow-up of 24 months. The actuarial obliteration- rate was 45 % after two years and 64 % after three years. Patients with a radiosurgery-based AVM score < or = 1 more frequently had an excellent outcome than patients with a bAVM score > 1 (71% vs. 20%, P = 0.12), as well as an increased obliteration rate (P = 0.03) One patient died from a bAVM-related hemorrhage 27 months after radiosurgery, representing a postradiosurgery hemorrhage rate of 1.3%/year for the complete followup interval. Overall outcome was good to excellent in 68% (n = 15). Radiation-induced changes on MR imaging were seen in 36% (n = 8) after a median interval of 12.5 months, resulting in deterioration of pre-existing neurological symptoms in one patient. CONCLUSIONS: Radiosurgery is a relatively effective, minimally invasive treatment for small bAVMs in children. The rebleeding rate is low, provided that known predilection places for bleeding had been endovascularly eliminated.Our overall results compare unfavourably to recent pediatric microsurgical series, although comparison between series remains imprecise. Nevertheless, when treatment is indicated in a child with a bAVM that is amenable to both microsurgery or radiosurgery, microsurgery should carefully be advocated over radiosurgery, because of its immediate risk reduction.",2008 Apr,2008,Journal of neurology,255,4,551-60,eng,False,10.1007/s00415-008-0739-4;10.1007/s00415-008-0739-4,Journal Article,Adolescent;Age Factors;Brain/blood supply/physiopathology/surgery;Cerebral Angiography;Cerebral Arteries/*abnormalities/diagnostic imaging/*radiation effects;Cerebral Hemorrhage/etiology/physiopathology/surgery;Child;Cohort Studies;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/pathology/physiopathology/*surgery;Male;Postoperative Hemorrhage/mortality;Radiosurgery/adverse effects/*methods/*statistics & numerical data;Retrospective Studies;Treatment Outcome,,True,0.7178091831388548,False
8988506,Clinical evaluation of gamma knife radiosurgery for intracranial arteriovenous malformation.,"PURPOSE: Aim of the study is to compare our treatment results or gamma knife radiosurgery for arteriovenous malformation (AVM) and to obtain factors determining nidus obliteration and/or adverse effect. METHODS: We analyzed 236 patients with AVM treated between June 1990 and February 1994. The patients consisted of 137 men and 99 women, and ranged in age from 4 to 71 years. AVM volume ranged 0.7 to 37.7 ml. Maximum and peripheral doses ranged from 18.2 to 60.0 Gy and 10.0 to 28.0 Gy, respectively. RESULTS: Complete obliteration rates at 1,2, and 3 years were 36.2, 68.9, and 86.6%, respectively. The mean time to complete obliteration was 21.4 months. Univariated analysis revealed that calculated target volume, peripheral dose, peripheral percent dose and treatment optimality were significant factors for complete obliteration. In multivariate analysis, calculated target volume, treatment optimality, and CT-based planning were significant factors. The actuarial risk of post-radiosurgical brain edema at 2 years was 20.0%. In both univariate and multivariate analysis, calculated target volume was the only significant factor. Symptomatic complications developed in 10.0% of patients at 2 years, but no significant factors were identified. Permanent complications and severe neurological deficits were seen in 4.4 and 2.8% of patients, respectively. CONCLUSIONS: Our results were similar to those reported previously. Accurate CT-based planning contributed to an improved obliteration rate.",1996 Sep-Oct,1996,Radiation medicine,14,5,265-8,eng,False,,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't","Actuarial Analysis;Adolescent;Adult;Aged;Analysis of Variance;Brain Edema/etiology;Child;Child, Preschool;Evaluation Studies as Topic;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/diagnostic imaging/pathology/*surgery;Male;Middle Aged;Multivariate Analysis;Neurologic Examination;Patient Care Planning;*Radiosurgery/adverse effects/methods;Radiotherapy Dosage;Remission Induction;Risk Factors;Time Factors;Tomography, X-Ray Computed;Treatment Outcome",,True,0.7261163389758526,False
9055280,Prediction of obliteration after gamma knife surgery for cerebral arteriovenous malformations.,"OBJECTIVE: To define the factors of importance for the obliteration of cerebral arteriovenous malformations (AVMs), thus making a prediction of the probability for obliteration possible. METHODS: In 945 AVMs of a series of 1319 patients treated with the gamma knife during 1970 to 1990, the relationship between patient, AVMs, and treatment parameters on the one hand and the obliteration of the nidus on the other was analyzed. RESULTS: The obliteration rate increased both with increased minimum (lowest periphery) and average dose and decreased with increased AVM volume. The minimum dose to the AVMs was the decisive dose factor for the treatment result. The higher the minimum dose, the higher the chance for total obliteration. The curve illustrating this relation increased logarithmically to a value of 87%. A higher average dose shortened the latency to AVM obliteration. For the obliterated cases, the larger the malformation, the lower the minimum dose used. This prompted us to relate the obliteration rate to the product minimum dose (AVM volume)1/3 (K index). The obliteration rate increased linearly with the K index up to a value of approximately 27, and for higher K values, the obliteration rate had a constant value of approximately 80%. For the group of 273 cases treated with a minimum dose of at least 25 Gy, the obliteration rate at the study end point (defined as 2-yr latency) was 80% (95% confidence interval = 75-85%). If obliterations that occurred beyond the end point are included, the obliteration rate increased to 85% (81-89%). CONCLUSION: The probability of obliteration of AVMs after gamma knife surgery is related both to the lowest dose to the AVMs and the AVM volume, and it can be predicted using the K index.",1997 Mar,1997,Neurosurgery,40,3,425-30; discussion 430-1,eng,False,10.1097/00006123-199703000-00001,Comparative Study;Journal Article,"Adolescent;Angiography, Digital Subtraction;Cerebral Angiography;Child;Child, Preschool;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*diagnostic imaging;Male;Postoperative Complications/diagnostic imaging;Radiosurgery/*methods;Treatment Outcome",,True,0.5768061004023571,False
34333653,Effect of Prior Embolization on Outcomes After Stereotactic Radiosurgery for Pediatric Brain Arteriovenous Malformations: An International Multicenter Study.,"BACKGROUND: Pediatric brain arteriovenous malformations (AVMs) are a significant cause of morbidity but the role of multimodal therapy in the treatment of these lesions is not well understood. OBJECTIVE: To compare the outcomes of stereotactic radiosurgery (SRS) with and without prior embolization for pediatric AVMs. METHODS: We retrospectively evaluated the International Radiosurgery Research Foundation pediatric AVM database. AVMs were categorized, based on use of pre-embolization (E + SRS) or lack thereof (SRS-only). Outcomes were compared in unadjusted and inverse probability weight (IPW)-adjusted models. Favorable outcome was defined as obliteration without post-SRS hemorrhage or permanent radiation-induced changes (RIC). RESULTS: The E + SRS and SRS-only cohorts comprised 91 and 448 patients, respectively. In unadjusted models, the SRS-only cohort had higher rates of obliteration (68.5% vs 43.3%,  < .001) and favorable outcome (61.2% vs 36.3%, P < .001) but a lower rate of symptomatic RIC (9.0% vs 16.7%, P = .031). The IPW-adjusted rates of every outcome were similar between the 2 cohorts. However, cumulative obliteration rates at 3, 5, 8, and 10 yr remained higher in the absence of prior embolization (46.3%, 64.6%, 72.6%, and 77.4% for SRS-only vs 24.4%, 37.2%, 44.1%, and 48.7% for E + SRS cohorts, respectively; SHR = 0.449 [0.238-0.846], P = .013). CONCLUSION: Embolization appears to decrease cumulative obliteration rates after SRS for pediatric AVMs without affecting the risk of post-treatment hemorrhage or adverse radiation effects arguing against the routine use of pre-SRS embolization. While endovascular therapy can be considered for occlusion of high-risk angioarchitectural features prior to SRS, future studies are necessary to clarify its role.",2021 Sep 15,2021,Neurosurgery,89,4,672-679,eng,False,10.1093/neuros/nyab245;6333248;10.1093/neuros/nyab245,Journal Article;Multicenter Study,Brain;Child;Follow-Up Studies;Humans;*Intracranial Arteriovenous Malformations/surgery;*Radiosurgery/adverse effects;Retrospective Studies;Treatment Outcome,Arteriovenous malformation;Intracranial hemorrhage;Obliteration;Pediatric;Radiosurgery;Vascular malformation,True,0.8004434974281138,False
24564082,Radiosurgical irradiation of patients with cerebral AVM on the Gamma knife.,"Arterio-venous malformation (AVM) of the brain are congenital malformations of cerebral vessels in the embryonic period. Standards in AVM treatment is currently applying the endovascular technique, microneurosurgical removal and stereotactic radiation. MATERIALS AND METHODS: In the period from 2005 to 2011, in 139 patients with arteriovenous malformations of the brain were treated using ""Gamma Knife"". 89 (64%) of 139 patients suffered bleeding in anamnesis. Paroxysmal symptoms of varying severity dominated in the clinical picture of 35 (27%) patients. Previous microsurgical resection was performed in 10 patients. 28 patients experienced a partial embolization of vascular malformations before radiosurgery. A boundary value radiation dose ranged from 18 to 28 Gy (mean dose 20 Gy), day dose was in the range of 40-80% (average 50% isodose). Maximum dose ranged between 18-60 Gy (mean dose of 38 Gy.). RESULTS: Control angiography or spiral CT screening angiography was performed in all 85 patients who were treated with follow-up data for more than two years, showed that total obliteration occurred in 75% of cases. Frequency of symptomatic radiation reactions was less than 5%. After two years or more after treatment, complete obliteration was observed in 74% of patients. CONCLUSIONS: Higher frequency of AVM obliteration was seen with up to 2 cc. and the irradiation dose of at least 24 Gy.",2013,2013,Zhurnal voprosy neirokhirurgii imeni N. N. Burdenko,77,5,16-29; discussion 29,rus,True,,Journal Article,"Adolescent;Adult;Aged;Blood Loss, Surgical/*prevention & control;Cerebral Angiography;Child;Dose-Response Relationship, Radiation;Female;Humans;Intracranial Arteriovenous Malformations/diagnostic imaging/*surgery;Male;Middle Aged;*Radiosurgery;Retrospective Studies;Tomography, X-Ray Computed",,False,0.3677079126152176,False
31043153,Risk of Brain Arteriovenous Malformation Hemorrhage Before and After Stereotactic Radiosurgery.,"Background and Purpose- Understanding the hemorrhage risks associated with brain arteriovenous malformations (AVMs) before and after stereotactic radiosurgery (SRS) is important. The aims of this multicenter, retrospective cohort study are to evaluate and compare the rates of pre- and post-SRS AVM hemorrhage and identify risk factors. Methods- We pooled AVM SRS data from 8 institutions participating in the International Radiosurgery Research Foundation. Predictors of post-SRS hemorrhage were determined using a multivariate logistic regression model. Pre- and post-SRS hemorrhage rates were compared using Fisher exact test. Ruptured and unruptured AVMs were matched in a 1:1 ratio using propensity scores, and their outcomes were compared. Results- The study cohort comprised 2320 AVM patients who underwent SRS. Deep AVM location (odds ratio, 1.86; 95% CI, 1.19-2.92; P=0.007), the presence of an AVM-associated arterial aneurysm (odds ratio, 2.44; 95% CI, 1.63-3.66; P<0.001), and lower SRS margin dose (odds ratio, 0.93; 95% CI, 0.88-0.98; P=0.005) were independent predictors of post-SRS hemorrhage. The post-SRS hemorrhage rate was lower for obliterated versus patent AVMs (6.0 versus 22.3 hemorrhages/1000 person-years; P<0.001). The AVM hemorrhage rate decreased from 15.4 hemorrhages/1000 person-years before SRS to 11.9 after SRS ( P=0.001). The outcomes of the matched ruptured versus unruptured AVM cohorts were similar. Conclusions- SRS appears to reduce the risk of AVM hemorrhage, although this effect is predominantly driven by obliteration. Deep-seated AVMs are more likely to rupture during the latency period after SRS. AVM-associated aneurysms should be considered for selective occlusion before SRS of the nidus to ameliorate the post-SRS hemorrhage rate of these lesions.",2019 Jun,2019,Stroke,50,6,1384-1391,eng,False,10.1161/STROKEAHA.118.024230;10.1161/STROKEAHA.118.024230,Journal Article;Multicenter Study,Adolescent;Adult;Cerebral Hemorrhage/*epidemiology/*etiology;Child;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*epidemiology/*radiotherapy;Male;Middle Aged;Predictive Value of Tests;Radiosurgery/*adverse effects;Retrospective Studies;Risk Factors,cerebral arteries;intracranial hemorrhages;radiosurgery;risk factors;vascular malformations,True,0.7044441266376336,False
17121129,Radiosurgical treatment for rolandic arteriovenous malformations.,"OBJECT: The authors reviewed the radiosurgical outcomes in patients with arteriovenous malformations (AVMs) located in the rolandic area, including the primary motor and sensory gyri. METHODS: The study population consisted of 38 patients with rolandic-area AVMs who underwent linear accelerator radiosurgery at the University of Toronto between 1989 and 2000. Obliteration rate, risk of hemorrhage during the latency period, radiation-induced complications, seizure control, and functional status were evaluated. Patients were also divided into two subgroups according to AVM volume (< 3 cm3 and > or = 3 cm3). Patients were followed up for a median of 42.4 months (range 30-103 months), and the median age of the patients was 40 years (range 12-67 years). The median AVM volume was 8.1 cm3 (range 0.32-21, mean 8.32 cm3), and the median dose at the tumor margin was 15 Gy (range 15-22, mean 16.8 Gy). The risk of hemorrhage after radiosurgery was 5.3% for the 1st year, 2.6% for the 2nd, and 0% for the 3rd. Two patients (5.3%) sustained adverse effects related to radiation for more than 6 months. Complete nidus obliteration after a single radiosurgical treatment was achieved in 23 patients (60.5%). The obliteration rate for AVMs smaller than 3 cm3 was 83.3% (10 of 12) and that for AVMs larger than or equal to 3 cm3 was 50% (13 of 26). Among the patients who had seizures as the initial presentation, 51.8% were free of seizures after radiosurgery and the seizure pattern improved in 40.7% during the 3rd and last year of follow up. Overall, excellent results (obliteration and no new or worsening neurological deficit) can be achieved in approximately 60% of patients. This percentage varies according to the AVM size and can reach 83% in patients with AVMs smaller than 3 cm3. CONCLUSIONS: Radiosurgery is a safe and effective treatment for people with rolandic AVMs. The low rate of morbidity associated with radiosurgery, compared with other treatments, indicates that this method may be the first choice for patients with AVMs located in this area.",2006 Nov,2006,Journal of neurosurgery,105,5,689-97,eng,False,10.3171/jns.2006.105.5.689,Journal Article,Adolescent;Adult;Aged;Child;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/diagnosis/mortality/*surgery;Male;Middle Aged;*Motor Cortex;*Radiosurgery/adverse effects;Recovery of Function;Retrospective Studies;Treatment Outcome,,True,0.8017112943490896,False
32185086,Stereotactic radiosurgery for thalamus arteriovenous malformations.,"BACKGROUND: Cerebral arteriovenous malformations or angiomas are congenital vascular anomalies defined by abnormal arteriovenous shunt. MATERIALS AND METHODS: We conducted a retrospective study between January 1992 and December 2010 at the Timone Hospital radiosurgery unit, 1557 patients were treated by radiosurgery for arteriovenous malformation of which 53 for thalamic localization (3,4%). RESULTS: The mean age was 35.8-/+16.6 years (4-75). 14 patients underwent pre-radiosurgical embolization (26.4%), discovery mode for 47 patients (88.7%) was haemorrhage. The average treatment volume was 1.43 cm(3). The average RBAS score was 1.36. The average prescription to the 50% isodose envelope delivered was 22.9 +/-2.9 Gy (12-30), the median margin dose was 24 Gy. Our global obliteration rate after one or two procedures 66.7% for an average follow-up period of 56.7 months. We noted 3.9% of mortality, 5.9% of bleeding after procedure and 3.9% of radio-induced neurological deficit. CONCLUSION: Radiosurgery became indispensable in the treatment of thalamic AVM even when there is a persistent risk of haemorrhage until total recovery.",2020,2020,Journal of radiosurgery and SBRT,6,4,269-275,eng,False,RSBRT-6-275,Journal Article,,arteriovenous malformations;radiosurgery;thalamus,True,0.656727275743205,False
34982875,Effects of Preoperative Embolization on Spetzler-Martin Grade I and II Arteriovenous Malformations: A Propensity-Adjusted Analysis.,"BACKGROUND: Cerebral arteriovenous malformations (AVMs) with low Spetzler-Martin grades (I and II) are associated with good neurological outcomes after microsurgical resection; however, the use of preoperative embolization for these lesions is controversial. OBJECTIVE: To compare the neurological outcomes of preoperative embolization with no embolization in patients with low-grade AVMs. METHODS: Patients with a Spetzler-Martin grade I or II AVM who underwent microsurgical resection during January 1, 1997, through December 31, 2019, were analyzed. Patients undergoing preoperative embolization were compared with patients not undergoing embolization. A propensity score was constructed from baseline characteristics and used to match intervention (embolization) and control (nonembolization) groups in a 1:1 ratio. The primary outcome was poor neurological status on last follow-up examination, defined as a modified Rankin Scale score >2 and a modified Rankin Scale score worse at follow-up than at the preoperative examination. RESULTS: Of the 603 patients analyzed, 310 (51.4%) underwent preoperative embolization and 293 (48.6%) did not. Patients in the embolization cohort compared with those in the nonembolization cohort had a higher percentage of Spetzler-Martin grade II AVMs (71.6% vs 52.6%, P < .001) and a lower percentage of hemorrhage (41% vs 55%, P = .001). After propensity score matching, no differences were found between paired cohorts (each N = 203) for baseline characteristics with a significant reduction in absolute standardized mean differences. No significant differences were found in primary outcomes between treatment groups in the matched or unmatched cohorts. CONCLUSION: Preoperative embolization of low-grade Spetzler-Martin AVMs is not associated with improved neurological outcomes after microsurgical resection.",2022 Jan 1,2022,Neurosurgery,90,1,92-98,eng,False,10.1227/NEU.0000000000001741;00006123-202201000-00010;10.1227/NEU.0000000000001741,Journal Article,"Cohort Studies;*Embolization, Therapeutic;Humans;*Intracranial Arteriovenous Malformations/surgery;Propensity Score;*Radiosurgery;Retrospective Studies;Treatment Outcome",,True,0.6128336750710944,False
8679332,[Gamma knife treatment of AVM of the basal ganglia and thalamus].,"Arteriovenous malformatios (AVMs) in the basal ganglia (BG) and thalamus (Thal) are difficult to treat by microsurgery or intravascular embolization alone, and the role of stereotactic gamma radiosurgery (gamma knife) of these AVMs is discussed. We have treated 324 cases of AVM with gamma knife since May 1991, and in 71 of these cases (19%) the AVM was in the BG or Thal. The results of gamma radiosurgery on AVMs of the BG and Thal were compared with the results of treating AVMs at other intracranial locations by gamma radiosurgery. The nidi were small (mean diameter: 16.4 mm), and they were treated with a mean maximum dose of 36.4 Gy and marginal dose of 19.9 Gy. The results were evaluated angiographically in 39 (55%) of the 71 cases, with a mean follow-up period of 23 months. The complete obliteration rate of AVMs in the BG and Thal 1 and 2 years after treatment was 54.3% and 92.0%, respectively, and the rate at the other locations was 42.9% and 76.0%, respectively. Adverse effects of this treatment in the AVM cases overall were rebleeding from the nidus in 5 cases (1.5%) and radiation necrosis in 4 cases (1.2%). In conclusion, AVMs of the BG and Thal were effectively and safely treated with the gamma knife, and stereotactic radiosurgery is a definitive alternative treatment for deep seated AVMs.",1996 Apr,1996,No to shinkei = Brain and nerve,48,4,351-6,jpn,False,,Case Reports;Comparative Study;English Abstract;Journal Article,Adolescent;Adult;Basal Ganglia/*blood supply;Female;Follow-Up Studies;Humans;Intracranial Arteriovenous Malformations/*surgery;Male;*Radiosurgery;Thalamus/*blood supply,,True,0.5819366225197972,False
